market_constraint,dayzer_constraint,pano_constraint,pano_confidence,dayzer_confidence,pano_score,dayzer_score,pano_ambiguous,dayzer_ambiguous
CARTANZA230 KV  CAR-MIL,CARTANZA_230 KV_CAR-MIL:ACTUAL,CARTANZA230 KV  CAR-RED,medium,medium,0.5333,0.4929,True,False
SALTSPRG_138KVSAL-MAS1_1_LN,SALTSPRG_138 KV_SAL-MAS1:ACTUAL,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),medium,low,0.4722,0.25,False,True
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,BAGLEY_230 KV_BAG-GRA:L230.Graceton-Bagley-RaphaelRoad.2313,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRA),high,medium,0.9278,0.575,False,True
HAYES_FE138 KV  AVE-HAYE,HAYES_FE_138 KV_AVE-HAYE:ACTUAL,HAYES_FE 138KV - AVERY 138KV (HAYES_FE 138 KV AVE-HAYE),high,medium,0.76,0.5083,False,True
BATTLEBO115 KV  1001A,BATTLEBO115 KV 1001A L500.Clover-Rawlings.556 Clover.U2,BATTLEBO115 KV  123Z,high,low,0.7071,0.4333,True,False
CLAYSBUR115 KV CLA-SUM,CLAYSBUR_115 KV_CLA-SUM:ACTUAL,CLAYSBUR115 KV  CLA-SUM,high,medium,0.7167,0.4607,True,False
HILLSBOR_138KVHIL-WIL1_1_LN,HILLSBOR_138 KV_HIL-WIL1:ACTUAL,WILDCAT 138KV - HILLSBOR 138KV (HILLSBOR 138 KV HIL-WIL1),low,low,0.2222,0.3167,True,True
566_OAKB_138KV13505Z4_1_LN,566 OAKB_138 KV_13505 Z4:ACTUAL,0704_07013807043_1_LN,low,low,0.25,0.2333,True,True
SAXTON-THREESPR 2K 1062 A 115 KV,SAXTON_115 KV_SAX-THR:ACTUAL,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,medium,0.8714,0.5015,False,True
RIVERSID 115 KV RIVERSID 115011 SER DEV,RIVERSID_115 KV_115011:230/115.NorthEast.230-3,RIVERSID 115011  SER DEV    A  115 KV,high,low,0.9086,0.3167,False,True
LAURELDP 69 KV LAURELDP-SHARP 6705-1,LAURELDP_69 KV_LAU-SHA:ACTUAL,SHARP 69KV - LAURELDP 69KV (LAURELDP 69 KV LAU-SHA),high,medium,0.8833,0.5056,False,True
BIGPINET_138KVBIG-KIS_1_LN,BIGPINET_138 KV_BIG-KIS:ACTUAL,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),medium,low,0.4722,0.25,True,True
PLEASNTV-ASHBURN 274D A 230 KV,PLEASNTV_230 KV_274D:ACTUAL,PLEASNTV-ASHBURN  274D      A  230 KV,medium,medium,0.6536,0.469,True,True
BRUNNERI 230 KV BRUNNERI-MIDDLJCT #1 1056,BRUNNERI_230 KV_BRU-MID6:ACTUAL,BRUNNERI 230KV - MIDDLJCT 230KV (BRUNNERI 230 KV BRU-MID6),high,medium,0.8727,0.4833,False,True
STURGIS 69 KV STURGIS-HOWE TIE,STURGIS_69 KV_STU-HOW1:ACTUAL,STURGIS 69KV - HOWE 69KV (STURGIS 69 KV STU-HOW1),high,medium,0.8615,0.4833,False,True
GREENBRI138 KV  GRE-RON1,GREENBRI_138 KV_GRE-RON1:L500.Cloverdale-Lexington.566,RONCEVER 138KV - GREENBRI 138KV (GREENBRI 138 KV GRE-RON1),medium,low,0.6944,0.3722,False,False
SHADEGAP115 KV SHA-THR,SHADEGAP_115 KV_SHA-THR:500/230.Hunterstown.T1,SHADEGAP115 KV  SHA-THR,high,low,0.8529,0.425,False,True
BEAVER 138 KV BEAVER -BLACKRIV BEA-BLA1,BEAVER_138 KV_BEA-NAS1:345/138.Beaver.T2,BEAVER  -BLACKRIV BEA-BLA1  A  138 KV,high,low,0.8967,0.4,True,True
BUZZARD_138KVBUZ-SOU3_1_LN,BUZZARD_138 KV_BUZ-SOU3:ACTUAL,BUZZARD 138KV - SOUTHWES 138KV (BUZZARD 138 KV BUZ-SOU3),low,low,0.2222,0.3167,True,True
MATTFUN2138 KV  MAT-SHA1,MATTFUN2_138 KV_MAT-SHA1:ACTUAL,MATTFUN2138 KV  MAT-TEC,medium,low,0.5405,0.3257,True,True
EDGEWOOD 115 KV EDGEWOOD-SHELOCTA LSH 1036,EDGEWOOD_115 KV_EDG-SHE:ACTUAL,SHELOCTA 115KV - EDGEWOOD 115KV (EDGEWOOD 115 KV EDG-SHE),high,medium,0.8351,0.4682,False,True
HARLEY D115 KV  HAR-YOR,HARLEY D_115 KV_HAR-YOR:230/115.Yorkana.T3,YORK INC 115KV - HARLEY D 115KV (HARLEY D 115 KV HAR-YOR),high,medium,0.7394,0.5,False,False
CARL_PN_115KVCAR-ROX_1_LN,CARL PN_115 KV_CAR-ROX:ACTUAL,ROXBURY 115KV - CARL PN 115KV (CARL PN 115 KV CAR-ROX),medium,low,0.5227,0.3,True,True
94 HAURD-11323 11323 B 138 KV,94 HAURD_138 KV_96101:ACTUAL,94 HAURD 138KV - 11323 138KV (94 HAURD 138 KV 11323),high,low,0.7071,0.4,True,True
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,HOWARD2 138KV - MELMORE 138KV (HOWARD2 138 KV HOW-MEL1),high,medium,0.8321,0.5786,False,False
MAPLTNDP115 KV  108C,MAPLTNDP_115 KV_108C:L115.Pecan-Carolina.1010,MAPLTNDP 115KV - TUNIS 115KV (MAPLTNDP 115 KV 108C),medium,low,0.5952,0.2929,False,True
LAURELDP_69KVLAU-SHA_1_LN,LAURELDP_69 KV_LAU-SHA:ACTUAL,LAURELDP 69KV - SHARP 69KV (LAURELDP 69 KV LAU-SHA),medium,low,0.4722,0.25,False,True
HEBRON 69 KV HEBRON-MARDELA 6708-2,HEBRON_69 KV_HEB-MAR:ACTUAL,MARDELA 69KV - HEBRON 69KV (HEBRON 69 KV HEB-MAR),medium,medium,0.6778,0.5694,True,False
HOPECREE_230KVHOP-SIL_1_LN,HOPECREE_230 KV_HOP-SIL:ACTUAL,HOPECREE 230KV - SILVERUN 230KV (HOPECREE 230 KV HOP-SIL),medium,low,0.4722,0.25,True,True
ALBRIGHT 138 KV ALBRIGHT-SNOWYCRE AJ1,ALBRIGHT138 KV ALB-SNO ALBRIGHT-MTZION-WESTVACO-BLACKOAK (APS),ALBRIGHT 138KV - SNOWYTAP 138KV (ALBRIGHT 138 KV ALB-SNO),high,medium,0.7343,0.5107,False,True
TODDHUNT_T5_34515_XF,RIVERSIM_138 KV_T5_XF:ACTUAL,TODDHUNT 345KV - TODDHUNT 138KV (TODDHUNT 345 KV 15),low,low,0.4167,0.2857,True,True
BRIGHTON_230KVBRI-MTZ5_1_LN,BRIGHTON_230 KV_BRI-MTZ5:ACTUAL,BRIGHTON 230KV - MTZION 230KV (BRIGHTON 230 KV BRI-MTZ5),low,low,0.2222,0.3167,True,True
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1,BARTONVI_138 KV_BAR-LONG:ACTUAL,BARTONVI138 KV  BAR-MEA,high,low,0.7833,0.35,False,True
CONC BC 115 KV  CON-MON,CONC BC_115 KV_CON-MON:L500.Brighton-Conastone.5011,MONUMEST 115KV - CONC BC 115KV (CONC BC 115 KV CON-MON),high,medium,0.8714,0.5536,True,True
BUTL_APS_138KVBUT-KAR_1_LN,BUTL APS_138 KV_BUT-KAR:ACTUAL,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),medium,low,0.5449,0.3,False,True
PEQUESTR115 KV  PEQ-POR,PEQUESTR_115 KV_PEQ-POR:ACTUAL,PORTLAND 115KV - PEQUESTR 115KV (PEQUESTR 115 KV PEQ-POR),high,medium,0.7,0.4579,False,False
BEAGLIN 69 KV   BEA-NSA,BEAGLIN_69 KV_BEA-NSA:230/138.PineyGrove.AT20,NSALISBU 69KV - BEAGLIN 69KV (BEAGLIN 69 KV BEA-NSA),high,medium,0.8477,0.5536,False,False
BARTONVI_138KVBAR-LONG_1_LN,BARTONVI_138 KV_BAR-LONG:ACTUAL,LONGCREE 138KV - BARTONVI 138KV (BARTONVI 138 KV BAR-LONG),low,low,0.2222,0.3,True,True
LOUISACT230 KV  2074A,LOUISACT_230 KV_2074A:ACTUAL,SANNA 230KV - LOUISACT 230KV (LOUISACT 230 KV 2074A),medium,low,0.5952,0.35,False,False
BUSHKILL 230 KV BUSHKILL-KITTATIN K1019,BUSHKILL_230 KV_BUS-KIT:L500.Hopatcong-Lackawanna.5063,BUSHKILL 230KV - KITTATIN 230KV (BUSHKILL 230 KV BUS-KIT),high,low,0.8406,0.4222,False,True
BED-BLA CONTINGENCY 75,BED-BLA contingency 45 MtStorm.U2,BED-BLA contingency 75,high,low,0.8071,0.4321,False,True
MTSTORM4_500KVMTS-PRU_1_LN,MTSTORM4_500 KV_MTS-PRU:ACTUAL,PRUNTYTO 500KV - MTSTORM4 500KV (MTSTORM4 500 KV MTS-PRU),medium,low,0.4722,0.25,False,True
OX4 500 KV OX4 TX2 XFORMER,OX4_500 KV_TX2:L500.BurchesHill-PossumPoint.560,OX4 500KV - OX4 230KV (OX4 500 KV TX2),high,low,0.7143,0.4,False,True
FORTROBI138 KV  FOR-NAG1,FORTROBI_138 KV_FOR-NAG1:ACTUAL,NAGELAEP 138KV - FORTROBI 138KV (FORTROBI 138 KV FOR-NAG1),high,low,0.7,0.4357,False,False
PLYWOOD_115KV151A_1_LN,LORE 6_161 KV_LN 4361:345L17102,SEDGEHIL 115KV - PLYWOOD 115KV (PLYWOOD 115 KV 151A),low,low,0.3929,0.1667,False,True
FRACKVIL69 KV   FRA-SHE1,FRACKVIL_69 KV_FRA-SHE1:ACTUAL,SHENAND 69KV - FRACKVIL 69KV (FRACKVIL 69 KV FRA-SHE1),high,low,0.7,0.4357,False,True
CHARLERO 138 KV CHARLERO-DRYRUN MI-CH-1,CHARLERO_138 KV_CHA-DRY:CHARLERO-MITCHELL (APS),CHARLERO 138KV - DRYRUN 138KV (CHARLERO 138 KV CHA-DRY),high,low,0.8,0.4429,False,True
WHITAKER_115KV1001B_1_LN,BONDRNT6_345 KV_LN 4692:ACTUAL,0704_07013807043_1_LN,low,low,0.25,0.2333,True,True
HAYNIE 115 KV HAY-PIN,HAYNIE_115 KV_HAY-PIN:ACTUAL,PINEY 115KV - HAYNIE 115KV (HAYNIE 115 KV HAY-PIN),high,medium,0.8417,0.6008,False,False
GARDNERS 115 KV GARDNERS-MOUN ME 974,MOUN ME_115 KV_MOU-PPG:Mountain-Gardners (974) 115 kV line,GARDNERS 115KV - MOUN ME 115KV (GARDNERS 115 KV GAR-MOU),high,medium,0.8967,0.5015,False,True
EVERTSUB115 KV  EVE-MAI,EVERTSUB_115 KV_EVE-MAI:ACTUAL,EVERTSUB115 KV  EVE-MAI,high,medium,0.7167,0.4929,False,False
BENTONHA 138 KV BENTONHA-RIVERSIM 2,BENTONHA_138 KV_BEN-RIV2:ACTUAL,BENTONHA138 KV  BEN-RIV2,high,medium,0.8114,0.4833,False,False
MEADOWRD_230KVMEA-PIE2_1_LN,MEADOWRD_230 KV_MEA-PIE2:ACTUAL,MEADOWRD 230KV - PIERSOAV 230KV (MEADOWRD 230 KV MEA-PIE2),low,low,0.2222,0.3167,True,True
OLIVUNPA345 KV  OLI-UNPA,OLIVUNPA_345 KV_OLI-UNPA:L765.Collins - Plano.2315,970 UP N 345KV - OLIVUNPA 345KV (OLIVUNPA 345 KV OLI-UNPA),medium,low,0.6768,0.4008,False,True
13502_135138135024_1_LN,BONDRNT6_345 KV_LN 4692:ACTUAL,0704_07013807043_1_LN,medium,low,0.5,0.35,True,False
EPIKE_115KVEPI-GLO_1_LN,EPIKE_115 KV_EPI-GLO:ACTUAL,EPIKE_115KVEPI-GLO_1_LN,medium,low,0.5,0.3,False,True
LEGHORN-GOOSE CREEK 345KV L/O WILTON CENTER-DUMONT 765KV,GARYAVE_345 KV_A:Dumont-Wilton Center 765kV,Stillwell-Dumont 345kV l/o Wilton Center-Dumont 765kV,high,low,0.775,0.4357,True,True
CROSSFE 138 KV  CRO-SHR1,CROSSFE_138 KV_CRO-SHR1:ACTUAL,CROSSFE 138KV - SHRPQS 138KV (CROSSFE 138 KV CRO-SHR1),medium,medium,0.585,0.6119,False,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8252,0.47,False,True
FRDRKSBG230 KV  2083A,FRDRKSBG_230 KV_2083A:ACTUAL,FRDRKSBG230 KV  2104,high,low,0.7583,0.35,True,False
LOCKWOOD_138KVLOC-RIC1_1_LN,LOCKWOOD_138 KV_LOC-RIC1:ACTUAL,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),low,low,0.2222,0.3167,True,True
JUNCTION_138KVJUN-PAR_1_LN,JUNCTION_138 KV_JUN-PAR:ACTUAL,PARRRUN 138KV - JUNCTION 138KV (JUNCTION 138 KV JUN-PAR),low,low,0.2222,0.3,True,True
500X,,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO),low,low,0.25,0.0,True,True
NEWCARLI138 KV  NEW-NWN2,NEWCARLI_138 KV_NEW-NWN2:ACTUAL,NEWCARLI138 KV  NEW-TRA1,high,low,0.7031,0.4357,True,False
JUNIATA_T4_5002_XF,JUNIATA_230 KV_4:ACTUAL,JUNIATA 500 KV  2,low,low,0.25,0.3,True,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8252,0.47,False,True
MEHOOPAN115 KV  MEH-NME2,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2),medium,low,0.6944,0.4357,False,True
GEORGEWA 138 KV GEORGEWA-NATRIUM2,GEORGEWA_138 KV_GEO-NAT1:ACTUAL,GEORGEWA 138KV - NATRIUM2 138KV (GEORGEWA 138 KV GEO-NAT1),high,medium,0.8667,0.4833,False,False
FRACKVIL69 KV   FRA-SHE1,FRACKVIL_69 KV_FRA-SHE1:ACTUAL,SHENAND 69KV - FRACKVIL 69KV (FRACKVIL 69 KV FRA-SHE1),medium,medium,0.45,0.4757,True,False
BOSSERMN138 KV  BOS-BNI2,BOSSERMN_138 KV_BOS-BNI2:ACTUAL,BOSSERMN 138KV - BOSSERNI 138KV (BOSSERMN 138 KV BOS-BNI2),medium,low,0.69,0.4357,False,False
SUSQUEHA_T2_50021_XF,STIFFIN_138 KV_T2 XF:ACTUAL,SUSQUEHA 230KV - SUSQUEHA 500KV (SUSQUEHA 500 KV 21),low,low,0.4167,0.2857,True,True
PORTLAND 230 KV PORTLAND 3 BANK XFORMER,PORTLAND_230 KV_3 BANK:Actual,PORTLAND230 KV  3 BANK,medium,medium,0.5405,0.469,False,True
SHENANGO_T2_3451_XF,STIFFIN_138 KV_T2 XF:ACTUAL,SHENANGO 345KV - SHENANGO 138KV (SHENANGO 345 KV 1),low,low,0.4167,0.2857,True,True
BIGPINET138 KV  BIG-KIS,BIGPINET_138 KV_BIG-KIS:ACTUAL,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),high,medium,0.7045,0.4607,True,True
CHURCH 69 KV CHURCH-NEWMERED 6704-1,CHURCH_69 KV_CHU-NME:ACTUAL,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),medium,medium,0.6778,0.5694,True,True
BARTONVI_138KVBAR-LONG_1_LN,BARTONVI_138 KV_BAR-LONG:ACTUAL,BARTONVI 138KV - LONGCREE 138KV (BARTONVI 138 KV BAR-LONG),medium,low,0.4722,0.25,False,True
CONEMAUG500 KV TX3,CONEMAUG_500 KV_TX3:ACTUAL,CONEMAUG500 KV  TX3,high,low,0.8667,0.35,False,True
CENTER-WESTPORT 110552 A 115 KV,CENTER 115 KV CEN-WES2 Westport-Center (110551) 115 KV line,WESTPORT 115KV - CENTER 115KV (CENTER 115 KV CEN-WES2),high,high,0.9111,0.7045,True,False
CHICAGO-PRAXAIR1 13831 138KV L/O WILTON CENTER-DUMONT 765KV,WEEDMAN3_138 KV_1592 4:Dumont-Wilton Center 765kV,Michigan City - DuneAcre 138 kV l/o Dumont - Wilton Center 765 kV,medium,medium,0.6667,0.4577,True,True
HILLCJCT115 KV  HIL-RAC,HILLCJCT_115 KV_HIL-RAC:ACTUAL,HILLCJCT115 KV  HIL-HIL,medium,medium,0.6071,0.4929,False,False
CRANBERY138 KV  CRA-HOY,CRANBERY_138 KV_CRA-HOY:ACTUAL,CRANBERY138 KV  CRA-HOY,high,medium,0.8,0.4607,False,True
SAXTON-THREESPR 2K 1062 A 115 KV,SAXTON_115 KV_SAX-THR:ACTUAL,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,medium,0.8769,0.5033,True,True
HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,HOOVERSV_115 KV_HOO-TOW:ACTUAL,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW),high,medium,0.8364,0.4722,False,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8252,0.47,False,True
JUNIATA 2 XFORMER H 500 KV,JUNIATA_500 KV_2:ACTUAL,JUNIATA  1        XFORMER   H  500 KV,high,low,0.8917,0.35,False,True
11323   138 KV  11323 1,PINEYGRO138 KV AT2 North Salisbury-Mount Herman (6726) 69 KV line,11323   138 KV  11323 1,medium,low,0.45,0.2,True,True
PIERC_DK345 KV  BK17,PIERC_DK_345 KV_BK17:ACTUAL,PIERC_DK345 KV  BK17,high,low,0.815,0.4357,True,True
ARMSTRON138 KV  ARM-KIT,ARMSTRON_138 KV_ARM-KIT:ACTUAL,ARMSTRON138 KV  ARM-KIS,medium,medium,0.5333,0.4929,True,False
CARSON4_230KV238A_1_LN,CARSON4_500 KV_544:ACTUAL,0704_07013807043_1_LN,low,low,0.25,0.2667,True,True
HARWOOD 230 KV HARWOOD-SUSQUEHA,HARWOOD_230 KV_HAR-SUS:ACTUAL,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS),high,medium,0.9214,0.545,False,True
TERMINAL_T5_34511_XF,RIVERSIM_138 KV_T5_XF:ACTUAL,TERMINAL 345KV - TERMINAL 138KV (TERMINAL 345 KV 11),medium,low,0.4667,0.2857,False,True
JUNIATA 230 KV  4,JUNIATA_230 KV_4:ACTUAL,JUNIATA 500 KV  2,medium,medium,0.58,0.5333,True,False
CONASTON 230 KV CONASTON-OTTCRKPL,CONASTON_230 KV_CNS-OTT:500/230.Conastone.500-4,OTTCRKPL 230KV - CONASTON 230KV (CONASTON 230 KV CNS-OTT),high,medium,0.8833,0.5083,False,True
CANYON  230 KV  CAN-EAS,CANYON_230 KV_CAN-EAS:ACTUAL,CANYON 230KV - ETOWANDA 230KV (CANYON 230 KV CAN-EAS),high,medium,0.8417,0.6008,False,False
144 WAYN 138 KV 144 WAYNE 38TR84 CT,144 WAYN_138 KV_TR84CT-S:L138.Wayne-WestChicago.14405 (SPOG 3-30),144 WAYN 1KV - 144 WAYN 138KV (144 WAYN 138 KV TR84CT-S),medium,low,0.69,0.4357,False,True
CHESTNUT115 KV  CHE-FRE7,CHESTNUT_115 KV_CHE-FRE7:ACTUAL,CHESTNUT115 KV  CHE-FRE7,high,low,0.7071,0.4357,True,False
HOOPERDP_115KV1007A_1_LN,BONDRNT6_345 KV_LN 4692:ACTUAL,0704_07013807043_1_LN,low,low,0.25,0.2333,True,True
MIAMIFOR138 KV MIA-08M2,MIAMIFOR_138 KV_MIA-08M2:ACTUAL,MIAMIFOR138 KV  MIA-08M2,high,medium,0.7167,0.4757,True,False
SIEGFRIE 4 XFORMER H 230 KV,SIEGFRIE_230 KV_4:ACTUAL,SIEGFRIE 4        XFORMER   H  230 KV,medium,low,0.6452,0.3167,False,True
VIENNA  138 KV  13710,VIENNA_138 KV_13710:230/138.PineyGrove.AT20,VIENNA  138 KV  13710,high,low,0.9667,0.4,False,True
ALTAVSTA 138 KV ALTAVSTA TX3 XFORMER,ALTAVSTA_138 KV_TX3:138/115.Altavista.T4 (Sctnlz),ALTAVSTA 138KV - ALTAVSTA 115KV (ALTAVSTA 138 KV TX3),high,low,0.7071,0.3722,False,True
VALLEY4 500 KV VALLEY4 TX1 XFORMER,VALLEY4 500 KV TX1 553 LINE: ELMONT-CUNNINGHAM TX#2,VALLEY4  TX1      XFORMER   H  500 KV,high,low,0.8952,0.4222,False,True
HARWICK 138 KV  HAR-HOU,HARWICK_138 KV_HAR-HOU:L345.Hoytdale-Mansfield,HARWICK 138KV - HOUSEVIL 138KV (HARWICK 138 KV HAR-HOU),high,medium,0.8365,0.5056,False,True
NAMPTON 138 KV  NHA-SIE1,NAMPTON_138 KV_NHA-SIE1:ACTUAL,SIEGFRIE 138KV - NAMPTON 138KV (NAMPTON 138 KV NHA-SIE1),high,medium,0.8295,0.5786,False,False
MITCHELL 138 KV MITCHELL-UNIONJCT MI-UNNJ,MITCHELL_138 KV_MIT-UNI:CHARLERO-MITCHELL (APS),MITCHELL 138KV - UNIONJCT 138KV (MITCHELL 138 KV MIT-UNI),high,low,0.8,0.4429,False,True
WILLIAMS69 KV   WIL-WILT,WILLIAMS_69 KV_WIL-WILT:L230.Cumberland-Orchard.2314,WILLIAMS69 KV   WIL-WILT,high,low,0.9667,0.4008,False,False
ELLISONR138 KV  ELL-SOR,ELLISONR_138 KV_ELL-SOR:ACTUAL,SORENSON 138KV - ELLISONR 138KV (ELLISONR 138 KV ELL-SOR),medium,medium,0.4545,0.4929,False,False
HOOPERDP_115KVHOO-JET_1_LN,HOOPERDP_115 KV_HOO-JET:ACTUAL,HOOPERDP 115KV - JETERSVL 115KV (HOOPERDP 115 KV HOO-JET),low,low,0.2222,0.3,True,True
UTICAJCT 115 KV UTICAJCT-WAYNE WAE 1010,UTICAJCT_115 KV_UTI-WAY:L345.ErieWest-Wayne.3004,WAYNE 115KV - UTICAJCT 115KV (UTICAJCT 115 KV UTI-WAY),high,medium,0.8351,0.5033,False,True
JACK ME 115 KV JACK ME-MENGES 994-1,JACK ME_115 KV_JAC-MEN:ACTUAL,JACK ME 115KV - MENGES 115KV (JACK ME 115 KV JAC-MEN),high,medium,0.9295,0.5808,False,True
WESTERN REACTIVE TRANSFER INTERFACE,NY TRANSFER INTERFACE,TRANSFER INTERFACE: WEST,medium,low,0.55,0.2556,True,True
DARRAH  138 KV  DAR-EPR1,DARRAH_138 KV_DAR-EPR1:L765.Baker-HangingRock,EPROCTOR 138KV - DARRAH 138KV (DARRAH 138 KV DAR-EPR1),high,medium,0.835,0.4833,False,True
ALLENIM 138 KV  ALL-ROBI,ALLENIM_138 KV_ALL-ROBI:345/138.RobisonPark.T5,ALLENIM 138KV - ROBISONP 138KV (ALLENIM 138 KV ALL-ROBI),high,medium,0.8477,0.5536,False,False
SHAWVILL115 KV  BNK 1A-S,SHAWVILL_115 KV_BNK 1A-S:ACTUAL,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S),high,medium,0.7571,0.4833,True,True
BRUNSWIC230 KV  BRU-MEA,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA),high,medium,0.7,0.4579,False,True
ELIMA   138 KV  ELI-HAV1,ELIMA_138 KV_ELI-HAV1:ACTUAL,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),high,medium,0.835,0.5786,False,False
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714,CLAYTNAE_69 KV_CLA-WOO:L69.Woodstown-Churchtown.0725,WOODSTOW 69KV - CLAYTNAE 69KV (CLAYTNAE 69 KV CLA-WOO),high,medium,0.7033,0.4759,False,True
SAXTON_115KVSAX-THR_1_LN,SAXTON_115 KV_SAX-THR:ACTUAL,THREESPR 115KV - SAXTON 115KV (SAXTON 115 KV SAX-THR),medium,low,0.4722,0.25,True,True
BERLNLK 138 KV  BER-BLUE,BERLNLK_138 KV_BER-BLUE:ACTUAL,BERLNLK 138KV - BLUEBELL 138KV (BERLNLK 138 KV BER-BLUE),medium,medium,0.5977,0.6286,True,False
CHAPRLTP 230 KV CHAPRLTP-CARSON4 249B,CHAPRLTP_230 KV_249B:L500.Carson-Midlothian.563,CARSON4 230KV - CHAPRLTP 230KV (CHAPRLTP 230 KV 249B),high,low,0.8321,0.3722,False,True
FACEROCK_FAC69697_SD_1_LN,FACEROCK_69 KV_697_SD:ACTUAL,FACEROCK_FAC69697_SD_1_LN,medium,low,0.5,0.3857,False,False
13 CRAWF138 KV  1320,BERGEN_138 KV_REAC1339:ACTUAL,13 CRAWF138 KV  1322 1,medium,low,0.69,0.2,True,True
PURDY   115 KV  148A,PURDY_115 KV_148A:L115.Carolina-Sockman-PleasantHillTap-Skippers.130,CLBHOUSE 115KV - PURDY 115KV (PURDY 115 KV 148A),high,low,0.7733,0.3722,False,False
DILLSBUR 115 KV DILLSBUR-GARDNERS 973-2,DILLSBUR_115 KV_DIL-GAR:L115.Mountain-Gardners.974,DILLSBUR 115KV - GARDNERS 115KV (DILLSBUR 115 KV DIL-GAR),high,medium,0.8769,0.5359,False,True
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714,CLAYTNAE_69 KV_CLA-WOO:L69.Woodstown-Churchtown.0725,CLAYTNAE 69KV - WOODSTOW 69KV (CLAYTNAE 69 KV CLA-WOO),high,medium,0.7071,0.4777,False,True
08LAPLJT138 KV  08L-SAN1,08LAPLJT_138 KV_08L-SAN1:ACTUAL,08LAPLJT138 KV  08L-SAN1,medium,low,0.69,0.4357,True,True
GOETHALS230 KV  GOE-LINA,GOETHALS_230 KV_GOE-LINA:ACTUAL,GOETHALS230 KV  GOE-LIN,medium,medium,0.5278,0.4929,False,False
LOUDOUN4 569T584 CB            500 KV,LOUDOUN4_500 KV_TX2:ACTUAL,LOUDOUN4 569T584 CB            500 KV,high,low,0.9667,0.3167,False,True
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,DARLEYRD_69 KV_DAR-NAA:ACTUAL,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),high,medium,0.8769,0.5033,False,True
MICHIGAN CITY - DUNEACRE 138 KV L/O DUMONT - WILTON CENTER 765 KV,DUNEACRE_138 KV_DUN-MIC1:Dumont-Wilton Center 765kV,Michigan City - DuneAcre 138 kV l/o Dumont - Wilton Center 765 kV,high,low,0.9,0.4357,False,True
ATHENIA 230 KV  ATH-SADF,ATHENIA_230 KV_ATH-SADF:ACTUAL,ATHENIA 230KV - SADDLEBR 230KV (ATHENIA 230 KV ATH-SADF),medium,medium,0.5917,0.6286,True,False
MAKAHOY 138 KV  MAK-STR,MAKAHOY_138 KV_MAK-STR:ACTUAL,STRAWTON 138KV - MAKAHOY 138KV (MAKAHOY 138 KV MAK-STR),medium,medium,0.5977,0.6286,True,False
MOUN_UGI_69KVMOU-WAS_1_LN,MOUN UGI_69 KV_MOU-WAS:ACTUAL,MOUN_UGI_69KVMOU-PLY1_1_LN,low,low,0.4,0.34,False,True
