market_index,market_record_id,market_constraint,dayzer_constraint,dayzer_confidence,dayzer_final_score,dayzer_ambiguity_flag,pano_constraint,pano_confidence,pano_final_score,pano_ambiguity_flag
1688,10002421664,REPUBSM 138 KV REP-BLU,REPUBSM_138 KV_REP-BLU:ACTUAL,medium,0.767143,False,REPUBSM 138KV - BLUEBELL 138KV (REPUBSM 138 KV REP-BLU),high,0.86369,True
1689,10002544977,WEFOSTOR138 KV WEF-02W1,,low,0.17,True,WEFOSTOR138 KV  WEF-02W1,high,0.978571,False
1690,10002398274,HAVILAND138 KV HAV-TIM,HAVILAND138 KV HAV-TIM Susquehanna.U1 (for TLC),low,0.586154,True,HAVILAND138 KV  HAV-TIM,medium,0.749817,True
1691,10000469054,TODDHUNT 345 KV TODDHUNT 15 XFORMER,,low,0.441667,True,TODDHUNT 15       XFORMER   H  345 KV,low,0.672857,True
1692,10002885250,PIERC_DK345 KV  BK18,PIERC_DK_345 KV_BK18:ACTUAL,low,0.561429,True,PIERC_DK345 KV  BK18,medium,0.83489,False
1693,10000466189,ETOWANDA 230 KV ETOWANDA 4 TX XFORMER,ETOWANDA_230 KV_4 TX:ACTUAL,low,0.561429,True,ETOWANDA 230KV - ETOWANDA 115KV (ETOWANDA 230 KV 4 TX),medium,0.750714,True
1694,10000566478,CECIL 138 KV CECIL-GLASGOW 13810,CECIL_138 KV_CEC-GLA:500/230.Conastone.500-4,low,0.692045,True,GLASGOW 138KV - CECIL 138KV (CECIL 138 KV CEC-GLA),high,0.935128,False
1695,10016433477,OTTCRKPL230 KV  OTT-YOR,OTTCRKPL_230 KV_OTT-YOR:500/230.Conastone.500-4,low,0.581429,True,YORKANA 230KV - OTTCRKPL 230KV (OTTCRKPL 230 KV OTT-YOR),medium,0.737987,True
1696,10000467278,BENTONHA 345 KV BENTONHA . 1 XFORMER,,low,0.435,True,BENTONHA 345KV - BENTONHA 138KV (BENTONHA 345 KV .  1),low,0.661905,True
1697,10000465705,STEELCTY 500 KV STEELCTY 500/230 XF,STEELCTY_500 KV_TR1:ACTUAL,low,0.561429,True,STEELCTY 500KV - STEELCTY 230KV (STEELCTY 500 KV TR1),medium,0.739286,True
1698,10000466201,HOMERCIT 345 KV HOMERCIT N.AUTO-P XFORMER,HOMERCIT_345 KV_N.AUTO-P:L500.Cabot-Keystone.5002,low,0.607143,True,HOMERCIT345 KV  N.AUTO-P,low,0.568333,True
1699,10019163497,GREENBUS_69KVGRN-TAS_1_LN,,low,0.391667,True,,low,0.218182,True
1700,10003795283,MITCHELL138 KV  MIT-WIL,MITCHELL_138 KV_MIT-WIL:ACTUAL,low,0.561429,True,MITCHELL 138KV - WILSON 138KV (MITCHELL 138 KV MIT-WIL),medium,0.737987,True
1701,10015745371,GARRETAP-GARRETT B 115 KV,GARRETAP_115 KV_GAR-GAR:ACTUAL,low,0.561429,True,GARRETAP 115KV - GARRETT 115KV (GARRETAP 115 KV GAR-GAR),high,0.866721,False
1702,10000466707,1 LASALL 345 KV 1 LASALLE C 45TR81 CT,,low,0.492857,True,,low,0.458095,True
1703,10016763556,BRAMBLET-EVRGREEN 2172B     A  230 KV,,low,0.340598,True,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG),medium,0.7375,True
1704,10000566583,INDIANRI 138 KV INDIANRI-NELSON 13703,INDIANRI138 KV IND-NEL Steele-ViennaIndianRiver-Nelson,low,0.67987,True,INDIANRI 138KV - NELSON 138KV (INDIANRI 138 KV IND-NEL),high,0.892212,False
1705,10016474716,AUGTINE 138 KV  08A-WEN1,AUGTINE_138 KV_08A-WEN1:ACTUAL,medium,0.807143,False,AUGTINE 138KV - WEST_END 138KV (AUGTINE 138 KV 08A-WEN1),low,0.50641,True
1706,10019131092,CEDARSUB_230KVCED-ROSY_1_LN,,low,0.358333,True,ROSELAND 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-ROSY),low,0.55,True
1707,10016743820,COLLEGE CORNER-COLLINSVILLE 138 KV L/O TERMINAL.BK11 345/138 KV,,low,0.422727,True,,low,0.480682,True
1708,10017400408,BREMO4  230 KV  2193A,BREMO4_230 KV_2193A:L500.Midlothian-NorthAnna.576,low,0.621429,True,FRKUNION 230KV - BREMO4 230KV (BREMO4 230 KV 2193A),medium,0.808333,True
1709,10002854638,CANTON 34 KV CAN-BLO2,CANTON_34 KV_CAN-BLO2:ACTUAL,medium,0.807143,False,CANTON  34 KV   CAN-BLO2,low,0.664773,True
1710,10018990199,ASYLUM_230KVASY-ETOW_1_LN,,low,0.391667,True,,low,0.218182,True
1711,10016494365,PERRYMAN115 KV  110615SD,,low,0.476667,True,PERRYMAN115 KV  110615SD,low,0.653333,True
1712,10017079116,AQUASCO 230 KV  AQU-HOL2,AQUASCO_230 KV_AQU-HOL2:ACTUAL,medium,0.807143,False,AQUASCO 230KV - HOLLANDC 230KV (AQUASCO 230 KV AQU-HOL2),low,0.5475,True
1713,10016247088,ETOWANDA 4 TX     XFORMER   H  230 KV,ETOWANDA_230 KV_4 TX:ACTUAL,low,0.552198,True,ETOWANDA 230KV - ETOWANDA 115KV (ETOWANDA 230 KV 3 TX),medium,0.748333,True
1714,10016031923,EASTONTP69 KV   EAT-EMU,EASTONTP_69 KV_EAT-EMU:ACTUAL,low,0.596429,True,,low,0.497222,True
1715,10019143290,BED-BLA CONTINGENCY 86,BED-BLA contingency 45 MtStorm.U2,low,0.533654,True,BED-BLA contingency 86,medium,0.83,False
1716,10017895706,11 FISK 138 KV  TR82CT-S,11 FISK_138 KV_TR82CT-S:ACTUAL,medium,0.807143,False,11 FISK 1KV - 11 FISK 138KV (11 FISK 138 KV TR82CT-S),low,0.550833,True
1717,10019566043,WARRENT_115KV45B_1_LN,,low,0.238889,True,,low,0.459341,True
1718,10000570434,IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,,low,0.488889,True,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A),high,0.850357,False
1719,10018983489,CEDARCRE_230KVCED-SIL_1_LN,,low,0.391667,True,,low,0.218182,True
1720,10000569219,LAKIN 138 KV LAKIN-SPORNAEP,LAKIN_138 KV_LAK-SPO1:ACTUAL,low,0.692045,True,SPORNAEP 138KV - LAKIN 138KV (LAKIN 138 KV LAK-SPO1),high,0.93303,False
1721,10000566685,ALBRIGHT 138 KV ALBRIGHT-GARRETT,ALBRIGHT_138 KV_ALB-GAR:ACTUAL,low,0.663333,True,ALBRIGHT 138KV - GARRETT 138KV (ALBRIGHT 138 KV ALB-GAR),low,0.582436,True
1722,10004178341,MTVERNON TR 345/138 KV L/O MTVERNON-EWFKF 345 KV,,low,0.355714,True,MtVernon TR 345/138 kV l/o MtVernon-EWFKF 345 kV,high,0.975,False
1723,10019093144,JOSHUAF2_T1_765.1_XF,,low,0.438095,True,,low,0.48,True
1724,10018408711,ASPENSLR115 KV  ASP-ROXB,ASPENSLR_115 KV_ASP-ROXB:ACTUAL,low,0.561429,True,ASPENSLR 115KV - ROXBURY 115KV (ASPENSLR 115 KV ASP-ROXB),medium,0.737987,True
1725,10000570041,HARWGATE 115 KV HARWGATE-LOCKS 100J,HARWGATE_115 KV_100J:230/115.Basin.TX6,low,0.529545,True,LOCKS 115KV - HARWGATE 115KV (HARWGATE 115 KV 100J),high,0.86369,False
1726,10016242176,DESOTO  138 KV  DES-SEL,DESOTO_138 KV_DES-SEL:ACTUAL,medium,0.767143,False,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL),high,0.86369,False
1727,10016017580,AHOSKIE 115 KV  136B,AHOSKIE_115 KV_136B:L115.Pecan-Carolina.1010,low,0.571429,True,TUNIS 115KV - AHOSKIE 115KV (AHOSKIE 115 KV 136B),medium,0.81375,False
1728,10004197781,ELROY   500 KV  ELR-HOS,ELROY_500 KV_ELR-HOS:ACTUAL,medium,0.767143,True,HOSENSAC 500KV - ELROY 500KV (ELROY 500 KV ELR-HOS),high,0.86369,False
1729,10004187721,DOUBS   500 KV  DOU-GOO,DOUBS_500 KV_DOU-GOO:L500.Elmont-Cunningham.553,low,0.683333,True,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,0.86369,False
1730,10004293419,BEAVER  138 KV  BEA-NAS1,BEAVER_138 KV_BEA-NAS1:345/138.Beaver.T2,medium,0.807143,True,NASA 138KV - BEAVER 138KV (BEAVER 138 KV BEA-NAS1),high,0.865,False
1731,10016737094,NELSON 345/138 TR82 L/O NELSON 345/138 TR81,,low,0.490476,True,,low,0.43,True
1732,10019115791,CONASTON_T1_500500-4_XF,,low,0.411429,True,CONASTON--GRACETON 2323,low,0.516364,True
1733,10002168620,TRENTON2 138 KV TRENTON2-HUSTON 3281,TRENTON2_138 KV_HUS-TRE:ACTUAL,low,0.633333,True,HUSTON 138KV - TRENTON2 138KV (TRENTON2 138 KV HUS-TRE),high,0.890114,False
1734,10000466270,SHELOCTA 230 KV SHELOCTA NO2 XFORMER,SHELOCTA_230 KV_NO2:ACTUAL,low,0.596429,True,,low,0.492222,True
1735,10002498398,CONASTON 230 KV CON-GRAC,CONASTON_230 KV_CON-GRAC:500/230.WaughChapel.500-4,low,0.692045,True,CONASTON230 KV  CON-GRAC,high,0.911868,False
1736,10016743815,TOULON-POWERTON 138 KV L/O FARGO-SANDBURG 345 KV,,low,0.475253,True,3 POWERTON-81 TOULON 0321   B  138 KV,low,0.545934,True
1737,10017128690,ELIMA   345 KV  ELI-SWL1,ELIMA_345 KV_ELI-SWL1:L765.Marysville-Sorenson,low,0.683333,True,ELIMA 345KV - SWLIMA 345KV (ELIMA 345 KV ELI-SWL1),high,0.860357,False
1738,10002898279,167 PLAN765 KV  TR93CT-P,167 PLAN_765 KV_TR93CT-P:ACTUAL,low,0.596429,True,167 PLAN765 KV  TR93CT-P,low,0.658333,True
1739,10017029697,CLOVERD2 T11 DIS               345 KV,,low,0.416667,True,CLOVERD2 T11 DIS               345 KV,high,0.99,False
1740,10003795231,VERMILION-NCHAMPGN 138 KV L/O TILTONEC-WEST TILT 138 KV,NCHAMPGN_138 KV_NCH-VERM:Tiltonec-West Tilt 138 kV,low,0.65,True,VERM1333 138KV - NCHAMPGN 138KV (NCHAMPGN 138 KV NCH-VERM),low,0.577056,True
1741,10002900125,SAXTON-THREESPR 2K 1062 A 115 KV,SAXTON_115 KV_SAX-THR:ACTUAL,low,0.637879,True,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,0.894524,False
1742,10002551033,74 KEWAN138 KV L74B1Z1,,low,0.172222,True,74 KEWAN138 KV  L74B1Z1,high,0.983333,False
1743,10016245392,CHESTNT 115 KV  1024A,CHESTNT_115 KV_1024A:230/115.Hathaway.TX1,low,0.627778,True,CHESTNT 115KV - COXDP 115KV (CHESTNT 115 KV 1024A),medium,0.816667,False
1744,10016431487,KENZIECR345 KV  TR1,,low,0.476667,True,,low,0.416667,True
1745,10016435895,REDLION 230 KV  RED-SIL2,REDLION_230 KV_RED-SIL2:L230.RedLion-SilverRun.23057 (Future),low,0.683333,True,REDLION 230KV - SILVERUN 230KV (REDLION 230 KV RED-SIL2),high,0.860357,True
1746,10017895707,TWITTYCK115 KV  TX1,,low,0.476667,True,,low,0.420833,True
1747,10016031279,LALLENDO345 KV  LAL-ORE,LALLENDO_345 KV_LAL-ORE:ACTUAL,low,0.561429,True,OREGONEN 345KV - LALLENDO 345KV (LALLENDO 345 KV LAL-ORE),medium,0.737987,True
1748,10004211978,SWLIMA  138 KV  SWL-WMO1,SWLIMA_138 KV_SWL-WMO1:ACTUAL,medium,0.77381,True,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,0.8625,False
1749,10015936127,16 WAUKE138 KV  TR83CT-S,135 ELMH_138 KV_TR83CT-S:ACTUAL,low,0.596429,True,156 CHER138 KV  TR83CT-S,low,0.505556,True
1750,10000568383,BEVERLY2 345 KV BEVERLY2-MUSKING2,BEVERLY2_345 KV_BEV-MUS1:ACTUAL,low,0.663333,True,BEVERLY2 345KV - MUSKING2 345KV (BEVERLY2 345 KV BEV-MUS1),low,0.571905,True
1751,10016661103,HATFIELD500 KV  HAT-RHO,HATFIELD_500 KV_HAT-RHO:ACTUAL,low,0.596429,True,,low,0.497222,True
1752,10016470759,KAMMER2 345 KV  KAM-LAM,KAMMER2_345 KV_KAM-LAM:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,low,0.604545,True,KAMMER2 345KV - LAMPING 345KV (KAMMER2 345 KV KAM-LAM),high,0.859217,True
1753,10002497063,STATELIN-17WOLFLK NIP TIE A 138 KV,,low,0.488889,True,Michigan City-Bosserman 138 kV l/o Dumont -Wilton Center 765 kV,low,0.677273,True
1754,10000565197,BLUEGRAS 138 KV BLUEGRAS-BYBERRY 130-18,BLUEGRAS_138 KV_BLU-BYB:BYBERRY 138-WOODBOURNE 230 AND TRANSFORMER,low,0.676061,True,BYBERRY 138KV - BLUEGRAS 138KV (BLUEGRAS 138 KV BLU-BYB),high,0.890159,False
1755,10015887078,LACKAWAN230 KV  LAC-PAU,LACKAWAN_230 KV_LAC-PAU:500/230.Lackawanna.T4,low,0.555,True,LACKAWAN 230KV - PAUPACK 230KV (LACKAWAN 230 KV LAC-PAU),medium,0.738333,True
1756,10000565514,ELIMSPOR 230 KV ELIMSPOR-SUNBURY,ELIMSPOR_230 KV_ELI-SUN:L230.Montour-Milton-Sunbury,low,0.663333,True,ELIMSPOR 230KV - SUNBURY 230KV (ELIMSPOR 230 KV ELI-SUN),high,0.892212,True
1757,10002507496,LINE 230 KV CEDARSUB-CEDARGRO CED-CEDY,CEDARSUB_230 KV_CED-CEDY:ACTUAL,low,0.663333,True,CEDARSUB-CEDARGRO CED-CEDY  A  230 KV,low,0.617033,True
1758,10002881102,46 DESPL138 KV  I4607,,low,0.476667,True,46 DESPL138 KV  I4607,low,0.658333,True
1759,10019088485,WESCOSVI_T2_5003_XF,,low,0.411429,True,,low,0.483333,True
1760,10017120044,BRAMBLET-EVRGREEN 2172B,,low,0.211111,True,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG),low,0.587987,True
1761,10017112227,BRAMBLET-EVRGREEN 2172B     A   230 KV,,low,0.361111,True,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG),medium,0.737987,True
1762,10004187721,DOUBS   500 KV  DOU-GOO,DOUBS_500 KV_DOU-GOO:L500.MtStorm-Meadowbrook.5529,low,0.683333,True,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,0.86369,False
1763,10004293115,MARBLEHEAD 161\138KV XFMR L/O MAYWOOD-HERLEMAN 345KV FG,,low,0.471429,True,Laclede Steel North Tap - Gilespie 138 kV l/o Maywood - Herleman 345 kV,low,0.642279,True
1764,10018873645,MILLWDPL69 KV   MIL2-MNB,MILLWDPL_69 KV_MIL2-MNB:ACTUAL,low,0.596429,True,,low,0.417222,True
1765,10002884759,CHESTNUT115 KV  CHE-FRE8,CHESTNUT_115 KV_CHE-FRE8:ACTUAL,low,0.596429,True,CHESTNUT115 KV  CHE-FRE8,low,0.663333,True
1766,10017030966,EBERSOLE138 KV  EBE-FLA,EBERSOLE_138 KV_EBE-FLA:L345.EastLima-FostoriaCentral,low,0.522222,True,EBERSOLE138 KV  EBE-NFI,medium,0.813889,False
1767,10000566722,BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV,BEDINGTO_500 KV_BED-BLA:Keystone-Juniata 500kV,low,0.636667,True,CARSON4 500KV - SUFFOLK 500KV (CARSON4 500 KV 544),low,0.585758,True
1768,10017896048,BAIR    115 KV  BAI-HIL,BAIR_115 KV_BAI-HIL:ACTUAL,medium,0.761688,False,BAIR 115KV - HILL 115KV (BAIR 115 KV BAI-HIL),high,0.862019,False
1769,10001827419,MIAMIFOR138 KV MIA-HEB,MIAMIFOR_138 KV_MIA-HEB:345/138.Buffington.46,low,0.596429,True,MIAMIFOR 138KV - HEBRON1 138KV (MIAMIFOR 138 KV MIA-HEB),medium,0.738333,True
1770,10018831185,GLENDON 115 KV  GLE-NORW,GLENDON_115 KV_GLE-NORW:L500.Hosensack-SteelCity.5032,low,0.683333,True,NORTHWOO 115KV - GLENDON 115KV (GLENDON 115 KV GLE-NORW),high,0.86369,False
1771,10000565924,GLENDON 115 KV GLENDON-NORTHWOO 951,GLENDON_115 KV_GLE-NOR:ACTUAL,low,0.683654,True,GLENDON 115KV - NORTHWT14502 115KV (GLENDON 115 KV GLE-NOR),medium,0.822874,False
1772,10002898173,PLEASNTV-ASHBURN 274D A 230 KV,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,low,0.601538,True,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D),high,0.86369,False
1773,10017098664,CONCRDDP69 KV   CON-PEP,CONCRDDP_69 KV_CON-PEP:230/69.CoolSprings.AT20,low,0.529545,True,CONCRDDP 69KV - PEPPER 69KV (CONCRDDP 69 KV CON-PEP),medium,0.737987,True
1774,10018982110,ELIMA_138KVELI-HAV1_1_LN,,low,0.361364,True,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),low,0.533333,True
1775,10000465641,JUNIATA 500 KV JUNIATA 1 XFORMER,JUNIATA_500 KV_2:500/230.Juniata.T1,low,0.541667,True,JUNIATA  1        XFORMER   H  500 KV,medium,0.713333,True
1776,10015886248,WAGNER  230 KV  230-2,WAGNER_230 KV_230-1:ACTUAL,low,0.611905,True,WAGNER 230KV - WAGNER 115KV (WAGNER 230 KV 230-2),medium,0.745238,True
1777,10000565958,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,MIDDLJCT_115 KV_MID-YOR7:ACTUAL,low,0.633333,True,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),high,0.895417,False
1778,10000566804,CABOT 138 KV CABOT-WOODLAND CAB-KV,CABOT_138 KV_CAB-WOO:L500.Cabot-Cranberry,low,0.674242,True,CABOT 138KV - WOODLAND 138KV (CABOT 138 KV CAB-WOO),high,0.937821,False
1779,10017430046,BATESVILLE - HUBBLE 138KV L/O MIAMIFORT UNIT7,,low,0.348333,True,BATESVIL 138KV - HUBBLE 138KV (BATESVIL 138 KV BAT-HUB1),low,0.653319,True
1780,10000566583,INDIANRI 138 KV INDIANRI-NELSON 13703,INDIANRI138 KV IND-NEL Steele-ViennaIndianRiver-Nelson,low,0.684266,True,INDIANRI 138KV - NELSON 138KV (INDIANRI 138 KV IND-NEL),high,0.894524,False
1781,10003948965,HIGHRIDG230 KV  HIG-SAN1,HIGHRIDG_230 KV_HIG-SAN1:ACTUAL,low,0.557792,True,HIGHRIDG230 KV  HIG-SAN3,medium,0.817857,False
1782,10000465627,HARWOOD 230 KV HARWOOD 5 XFORMER,HARWOOD_230 KV_4:ACTUAL,low,0.555,True,,low,0.498571,True
1783,10003951044,CLOVERD2345 KV  3,,low,0.15,True,CLOVERD2345 KV  11A,low,0.628333,True
1784,10016247482,BERCON  69 KV   BER-BERW,BERCON_69 KV_BER-BERW:L230.Harwood-Susquehanna.2,low,0.675641,True,BERCON 69KV - BERWICK 69KV (BERCON 69 KV BER-BERW),high,0.864583,True
1785,10002848522,94 HAURD-11323 11323 B 138 KV,94 HAURD_138 KV_96101:ACTUAL,low,0.503571,True,94 HAURD 138KV - 11323 138KV (94 HAURD 138 KV 11323),medium,0.755,False
1786,10002892359,MASTER-NPHILADE 220-44 B 230 KV,MASTER_230 KV_MAS-NPH:ACTUAL,medium,0.726389,True,NPHILADE 230KV - MASTER 230KV (MASTER 230 KV MAS-NPH),low,0.625,True
1787,10016023276,BOONETWN230 KV  BOO-SRE,BOONETWN_230 KV_BOO-SRE:500/230.Conastone.500-4,low,0.596429,True,BOONETWN 230KV - SREADING 230KV (BOONETWN 230 KV BOO-SRE),medium,0.735,True
1788,10004071487,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE_138 KV_BLA-SOC:ACTUAL,low,0.561429,True,BLAIRSVE 138KV - SOCIALHA 138KV (BLAIRSVE 138 KV BLA-SOC),medium,0.737987,True
1789,10018685632,KELLAM  69 KV   KEL-RED,KELLAM_69 KV_KEL-RED:ACTUAL,medium,0.807143,False,KELLAM 69KV - REDBDPL 69KV (KELLAM 69 KV KEL-RED),low,0.550833,True
1790,10000467278,BENTONHA 345 KV BENTONHA . 1 XFORMER,,low,0.438571,True,BENTONHA 345KV - BENTONHA 138KV (BENTONHA 345 KV .  1),low,0.663333,True
1791,10002900125,SAXTON-THREESPR 2K 1062 A 115 KV,SAXTON_115 KV_SAX-THR:ACTUAL,low,0.633333,True,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,0.892212,False
1792,10002504375,PLEASNTV TX3 XFORMER L 230 KV,,low,0.411429,True,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D),low,0.616071,True
1793,10019400202,BERLNLK_138KVBER-NILE_1_LN,,low,0.336923,True,NILES 138KV - BERLNLK 138KV (BERLNLK 138 KV BER-NILE),low,0.533333,True
1794,10019104496,GLENBROO_69KVGLE-SAL1_1_LN,,low,0.316364,True,GLENBROO 69KV - SALEMPL 69KV (GLENBROO 69 KV GLE-SAL1),low,0.535294,True
1795,10017117441,CUMB PL 230 KV  CUM-WIGR,CUMB PL_230 KV_CUM-WIGR:L500.Juniata-TMI.5008,medium,0.722727,True,CUMB PL 230KV - WILLGROV 230KV (CUMB PL 230 KV CUM-WIGR),high,0.89375,False
1796,10000566725,BEDINGTO 138 KV BEDINGTO-HARMOJCT BEM,BEDINGTO_138 KV_BED-HAR:ACTUAL,low,0.586154,True,BEDINGTO 138KV - HARMOJCT 138KV (BEDINGTO 138 KV BED-HAR),high,0.854163,False
1797,10018270100,WEFOSTOR138 KV  WES-WOOD,WEFOSTOR_138 KV_WES-WOOD:345/138.FostoriaCentral.T1,low,0.555,True,WOODVLTE 138KV - WEFOSTOR 138KV (WEFOSTOR 138 KV WES-WOOD),medium,0.738333,True
1798,10002852572,EDGEWDPL-NELSON 6743-1 B 69 KV,EDGEWDPL_69 KV_EDG-NEL:L138.Loretto-Vienna.13780,low,0.59026,True,NELSON 69KV - EDGEWDPL 69KV (EDGEWDPL 69 KV EDG-NEL),high,0.892212,False
1799,10016242176,DESOTO  138 KV  DES-SEL,DESOTO_138 KV_DES-SEL:ACTUAL,medium,0.767143,False,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL),high,0.86369,False
1800,10016680009,POLANDRD230 KV  2183A,,low,0.415714,True,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A),low,0.647619,True
1801,10015886923,BENTMOUN138 KV  BEN-CLE1,BENTMOUN_138 KV_BEN-CLE1:ACTUAL,low,0.565873,True,BENTMOUN 138KV - CLEARBRO 138KV (BENTMOUN 138 KV BEN-CLE1),medium,0.733333,True
1802,10004181872,0906    138 KV  0906 5,,low,0.25,True,,low,0.175,True
1803,10000566797,BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS_138 KV_BUT-KAR:ACTUAL,low,0.6,True,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),medium,0.848929,True
1804,10017116977,WEEDMAN - MAHOMET 138 KV L/O PONTIAC - DRESDEN 345 KV,WEEDMAN3_138 KV_1592 4:Dresden-Pontiac 345 kV,low,0.525,True,Rising 345/138 kV TR1 l/o Dresden-Pontiac 345 kV,medium,0.75,False
1805,10016657629,DAWES-KANAWHAR              B  138 KV,,low,0.395714,True,KANAWHAR 138KV - DAWES 138KV (DAWES 138 KV DAW-KAN1),medium,0.775604,False
1806,10000465641,JUNIATA 500 KV JUNIATA 1 XFORMER,JUNIATA_500 KV_2:ACTUAL,low,0.508333,True,JUNIATA  1        XFORMER   H  500 KV,high,0.904444,False
1807,10000567140,SMITHTON 138 KV SMITHTON-YUKON LAYJ-YU,SMITHTON_138 KV_SMI-YUK:L138.Charleroi-Yukon,low,0.63,True,YUKON 138KV - SMITHTON 138KV (SMITHTON 138 KV SMI-YUK),medium,0.823214,False
1808,10019383429,REPUBSM_138KVREP-BLU_1_LN,,low,0.361364,True,REPUBSM 138KV - BLUEBELL 138KV (REPUBSM 138 KV REP-BLU),low,0.533333,True
1809,10019093142,BUTL_APS_138KVBUT-KAR_1_LN,,low,0.436154,True,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),low,0.59186,True
1810,10019093139,BLAIRSVE_138KVBLA-SOC_1_LN,,low,0.361364,True,SOCIALHA 138KV - BLAIRSVE 138KV (BLAIRSVE 138 KV BLA-SOC),low,0.533333,True
1811,10004215135,TODDSTVN115 KV  198C,,low,0.415714,True,GOLDDALE 115KV - TODDSTVN 115KV (TODDSTVN 115 KV 198C),low,0.647619,True
1812,10002233505,AEP-DOM,AEP-DOM contingency 17 Amos.U1U2U3,low,0.542045,True,AEP-DOM contingency 37,medium,0.720238,True
1813,10019564877,148_W_LO_138KV5826_1_LN,,low,0.446429,True,,low,0.27381,True
1814,10018995132,SALTSPRG_138KVSAL-MAS1_1_LN,,low,0.361364,True,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),low,0.533333,True
1815,10019045655,COLLEGEC_138KVCOL-COL6_1_LN,,low,0.361364,True,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),low,0.533333,True
1816,10017399757,LEGHORN-GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV,93 LORET_345 KV_11212:L765.Dumont-Wilton Center.11215,low,0.566084,True,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,0.83733,False
1817,10016737060,STILLWELL 345/138KV XF1 L/O WILTON CENTER-DUMONT 765KV,WEEDMAN3_138 KV_1592 4:Dumont-Wilton Center 765kV,low,0.603333,True,Michigan City-Bosserman 138 kV l/o Dumont -Wilton Center 765 kV,medium,0.721579,True
1818,10019088477,COOLSPRI_230KVCOL-MIL_1_LN,,low,0.336923,True,COOLSPRI-MILFORD  COL-MIL   A  230 KV,low,0.575962,True
1819,10000465786,CONASTON 500 KV CONASTON 500-2 XFORMER,,low,0.476667,True,CONASTON 500KV - CONASTON 230KV (CONASTON 500 KV 500-4),low,0.658333,True
1820,10019091887,MINUEST_230KVMIN-SEW2_1_LN,,low,0.355769,True,SEWAREN 230KV - MINUEST 230KV (MINUEST 230 KV MIN-SEW2),low,0.551389,True
1821,10019128844,BRUNSWIC_230KVBRU-MEA_1_LN,,low,0.361364,True,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA),low,0.533333,True
1822,10000566079,ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],low,0.511364,True,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),medium,0.733791,True
1823,10015885811,ASHTABUL138 KV  ASH-04S4,ASHTABUL_138 KV_ASH-04S4:L345.Ashtabula-Perry,low,0.522222,True,ASHTABUL 138KV - SANBORN 138KV (ASHTABUL 138 KV ASH-04S4),medium,0.732937,True
1824,10000565947,JACK ME 230 KV JACK ME-TMI 1051,JACK ME_230 KV_JAC-TMI:ACTUAL,medium,0.800505,True,TMI 230KV - JACK ME 230KV (JACK ME 230 KV JAC-TMI),high,0.937821,False
